product_sk,Product_Name,Category,Sub_Category,Inventory_Turnover_Ratio,Days_Inventory_Outstanding,Sales,COGS,Quantity
1557,Xerox 1911,Office Supplies,Paper,4.0,91.25,76.64,45.984,2
1558,Okidata B401 Printer,Technology,Machines,4.0,91.25,179.99,107.994,3
1559,"Tenex Chairmat w/ Average Lip, 45"" x 53""",Furniture,Furnishings,4.0,91.25,756.8,454.08,5
1560,Bevis Steel Folding Chairs,Furniture,Chairs,4.0,91.25,470.16,282.096,7
1561,"Avery Flip-Chart Easel Binder, Black",Office Supplies,Binders,4.0,91.25,8.95,5.369999999999999,2
1562,Sony 32GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,4.0,91.25,104.75,62.849999999999994,5
1563,Dixon Ticonderoga Pencils,Office Supplies,Art,4.0,91.25,23.84,14.304,8
1564,Lenovo 17-Key USB Numeric Keypad,Technology,Accessories,4.0,91.25,108.77,65.262,4
1565,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Technology,Phones,4.0,91.25,41.9,25.139999999999997,2
1566,Avery 491,Office Supplies,Labels,4.0,91.25,28.91,17.346,7
1567,Clarity 53712,Technology,Phones,4.0,91.25,369.54,221.72400000000002,7
1568,Tenex Chairmats For Use with Hard Floors,Furniture,Furnishings,4.0,91.25,64.96,38.97599999999999,5
1569,Fellowes Recycled Storage Drawers,Office Supplies,Storage,4.0,91.25,177.65,106.59,2
1570,Xerox Blank Computer Paper,Office Supplies,Paper,4.0,91.25,99.9,59.94,5
1571,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Office Supplies,Binders,4.0,91.25,88.07,52.84199999999999,7
1572,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",Office Supplies,Paper,4.0,91.25,10.27,6.162,3
1573,Avery Durable Slant Ring Binders,Office Supplies,Binders,4.0,91.25,11.88,7.128,5
1574,Maxell 4.7GB DVD+R 5/Pack,Technology,Accessories,4.0,91.25,2.38,1.428,3
1575,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Office Supplies,Storage,4.0,91.25,1112.94,667.764,3
1576,Xerox 203,Office Supplies,Paper,4.0,91.25,19.44,11.664,3
1577,Polycom VoiceStation 500 Conference phone,Technology,Phones,4.0,91.25,707.88,424.728,3
1578,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,Furniture,Chairs,4.0,91.25,207.18,124.30799999999999,1
1579,Acme Design Stainless Steel Bent Scissors,Office Supplies,Supplies,4.0,91.25,41.04,24.624,6
1580,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Office Supplies,Storage,4.0,91.25,16.06,9.636,1
1581,Pastel Pink Envelopes,Office Supplies,Envelopes,4.0,91.25,7.28,4.368,1
1582,Xerox 1967,Office Supplies,Paper,4.0,91.25,32.4,19.439999999999998,5
1583,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Office Supplies,Appliances,4.0,91.25,269.91,161.946,5
1584,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Office Supplies,Art,4.0,91.25,255.85,153.51,7
1585,Clearsounds A400,Technology,Phones,4.0,91.25,118.78,71.268,3
1586,Staple envelope,Office Supplies,Envelopes,4.0,91.25,15.56,9.336,2
1587,Xerox 207,Office Supplies,Paper,4.0,91.25,19.44,11.664,3
1588,Newell 307,Office Supplies,Art,4.0,91.25,3.64,2.184,2
1589,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,Technology,Phones,4.0,91.25,419.94,251.964,7
1590,Grip Seal Envelopes,Office Supplies,Envelopes,4.0,91.25,7.07,4.242,2
1591,"Contract Clock, 14"", Brown",Furniture,Furnishings,4.0,91.25,149.46,89.676,12
1592,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Office Supplies,Appliances,4.0,91.25,21.98,13.188,6
1593,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Office Supplies,Supplies,4.0,91.25,22.24,13.344,2
1594,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",Office Supplies,Binders,4.0,91.25,8.61,5.1659999999999995,2
1595,Sauder Camden County Collection Library,Furniture,Bookcases,4.0,91.25,781.86,469.116,10
1596,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture,Tables,4.0,91.25,1592.85,955.7099999999999,7
1597,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,Technology,Accessories,4.0,91.25,120.0,72.0,6
1598,Easy-staple paper,Office Supplies,Paper,4.0,91.25,167.94,100.764,3
1599,"Computer Room Manger, 14""",Furniture,Furnishings,4.0,91.25,51.97,31.182,2
1600,Cisco 8961 IP Phone Charcoal,Technology,Machines,4.0,91.25,224.94,134.964,3
1601,Avery 496,Office Supplies,Labels,4.0,91.25,6.0,3.5999999999999996,2
1602,"Eureka Hand Vacuum, Bagless",Office Supplies,Appliances,4.0,91.25,197.72,118.63199999999999,4
1603,Xerox 1899,Office Supplies,Paper,4.0,91.25,11.56,6.936,2
1604,Newell Chalk Holder,Office Supplies,Art,4.0,91.25,20.65,12.389999999999999,5
1605,Office Star - Task Chair with Contemporary Loop Arms,Furniture,Chairs,4.0,91.25,436.7,262.02,6
1606,GBC VeloBinder Electric Binding Machine,Office Supplies,Binders,4.0,91.25,72.59,43.554,2
1607,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Furniture,Furnishings,4.0,91.25,41.6,24.96,4
1608,"SAFCO Commercial Wire Shelving, Black",Office Supplies,Storage,4.0,91.25,221.02,132.612,2
1609,Anker 24W Portable Micro USB Car Charger,Technology,Phones,4.0,91.25,26.38,15.828,4
1610,SanDisk Cruzer 4 GB USB Flash Drive,Technology,Accessories,4.0,91.25,10.38,6.228000000000001,2
1611,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Furniture,Furnishings,4.0,91.25,173.21,103.926,7
1612,"Eldon 400 Class Desk Accessories, Black Carbon",Furniture,Furnishings,4.0,91.25,14.0,8.4,4
1613,Eldon 200 Class Desk Accessories,Furniture,Furnishings,4.0,91.25,12.56,7.536,2
1614,Staples in misc. colors,Office Supplies,Art,4.0,91.25,19.15,11.489999999999998,2
1615,Xerox 221,Office Supplies,Paper,4.0,91.25,6.48,3.888,1
1616,Staple envelope,Office Supplies,Envelopes,4.0,91.25,11.16,6.696,2
1617,"Deflect-o EconoMat Nonstudded, No Bevel Mat",Furniture,Furnishings,4.0,91.25,82.64,49.583999999999996,2
1618,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",Furniture,Furnishings,4.0,91.25,25.13,15.078,3
1619,Eldon Jumbo ProFile Portable File Boxes Graphite/Black,Office Supplies,Storage,4.0,91.25,36.74,22.044,3
1620,Fiskars Home & Office Scissors,Office Supplies,Supplies,4.0,91.25,35.52,21.312,4
1621,"#10 White Business Envelopes,4 1/8 x 9 1/2",Office Supplies,Envelopes,4.0,91.25,109.69,65.814,7
